Year,hg/ha_yield,avg_temp,pesticides_tonnes,cluster,norm_yield,norm_temp,temp_binned,yield_bins,decade
2000,7639,26.05,44957.52,1,0.001262356169303619,0.4080338266384773,Medium,Low,2000
2000,7639,26.49,44957.52,1,0.001262356169303619,0.5010570824524301,Medium,Low,2000
2000,7639,27.23,44957.52,1,0.001262356169303619,0.6575052854122614,Medium,Low,2000
2000,7639,25.62,44957.52,1,0.001262356169303619,0.3171247357293865,Low,Low,2000
2000,7639,26.43,44957.52,1,0.001262356169303619,0.4883720930232549,Medium,Low,2000
2000,7639,25.35,44957.52,1,0.001262356169303619,0.2600422832980973,Low,Low,2000
2000,7639,26.18,44957.52,1,0.001262356169303619,0.4355179704016905,Medium,Low,2000
2000,7639,25.58,44957.52,1,0.001262356169303619,0.3086680761099361,Low,Low,2000
2000,7639,25.11,44957.52,1,0.001262356169303619,0.20930232558139483,Low,Low,2000
2000,7639,27.08,44957.52,1,0.001262356169303619,0.6257928118393226,Medium,Low,2000
2000,7639,24.69,44957.52,1,0.001262356169303619,0.12050739957716683,Low,Low,2000
2000,7639,27.03,44957.52,1,0.001262356169303619,0.6152219873150102,Medium,Low,2000
2000,8222,25.98,44957.52,1,0.0028020081498559384,0.3932346723044393,Medium,Low,2000
2000,8222,27.44,44957.52,1,0.0028020081498559384,0.7019027484143763,High,Low,2000
2000,8222,26.13,44957.52,1,0.0028020081498559384,0.42494714587737725,Medium,Low,2000
2000,8222,24.57,44957.52,1,0.0028020081498559384,0.09513742071881559,Low,Low,2000
2000,8222,25.34,44957.52,1,0.0028020081498559384,0.2579281183932345,Low,Low,2000
2000,8222,25.93,44957.52,1,0.0028020081498559384,0.3826638477801261,Medium,Low,2000
2000,8222,26.05,44957.52,1,0.0028020081498559384,0.4080338266384773,Medium,Low,2000
2000,8222,26.49,44957.52,1,0.0028020081498559384,0.5010570824524301,Medium,Low,2000
2000,8222,27.23,44957.52,1,0.0028020081498559384,0.6575052854122614,Medium,Low,2000
2000,8222,25.62,44957.52,1,0.0028020081498559384,0.3171247357293865,Low,Low,2000
2000,8222,26.43,44957.52,1,0.0028020081498559384,0.4883720930232549,Medium,Low,2000
2000,8222,25.35,44957.52,1,0.0028020081498559384,0.2600422832980973,Low,Low,2000
2000,8222,26.18,44957.52,1,0.0028020081498559384,0.4355179704016905,Medium,Low,2000
2000,8222,25.58,44957.52,1,0.0028020081498559384,0.3086680761099361,Low,Low,2000
2000,8222,25.11,44957.52,1,0.0028020081498559384,0.20930232558139483,Low,Low,2000
2000,8222,27.08,44957.52,1,0.0028020081498559384,0.6257928118393226,Medium,Low,2000
2000,8222,24.69,44957.52,1,0.0028020081498559384,0.12050739957716683,Low,Low,2000
2000,8222,27.03,44957.52,1,0.0028020081498559384,0.6152219873150102,Medium,Low,2000
2000,97421,25.98,44957.52,1,0.238368761174361,0.3932346723044393,Medium,High,2000
2000,97421,27.44,44957.52,1,0.238368761174361,0.7019027484143763,High,High,2000
2000,97421,26.13,44957.52,1,0.238368761174361,0.42494714587737725,Medium,High,2000
2000,97421,24.57,44957.52,1,0.238368761174361,0.09513742071881559,Low,High,2000
2000,97421,25.34,44957.52,1,0.238368761174361,0.2579281183932345,Low,High,2000
2000,97421,25.93,44957.52,1,0.238368761174361,0.3826638477801261,Medium,High,2000
2000,97421,26.05,44957.52,1,0.238368761174361,0.4080338266384773,Medium,High,2000
2000,97421,26.49,44957.52,1,0.238368761174361,0.5010570824524301,Medium,High,2000
2000,97421,27.23,44957.52,1,0.238368761174361,0.6575052854122614,Medium,High,2000
2000,97421,25.62,44957.52,1,0.238368761174361,0.3171247357293865,Low,High,2000
2000,97421,26.43,44957.52,1,0.238368761174361,0.4883720930232549,Medium,High,2000
2000,97421,25.35,44957.52,1,0.238368761174361,0.2600422832980973,Low,High,2000
2000,97421,26.18,44957.52,1,0.238368761174361,0.4355179704016905,Medium,High,2000
2000,97421,25.58,44957.52,1,0.238368761174361,0.3086680761099361,Low,High,2000
2000,97421,25.11,44957.52,1,0.238368761174361,0.20930232558139483,Low,High,2000
2000,97421,27.08,44957.52,1,0.238368761174361,0.6257928118393226,Medium,High,2000
2000,97421,24.69,44957.52,1,0.238368761174361,0.12050739957716683,Low,High,2000
2000,97421,27.03,44957.52,1,0.238368761174361,0.6152219873150102,Medium,High,2000
2000,27785,25.98,44957.52,1,0.054466179154221375,0.3932346723044393,Medium,Medium,2000
2000,27785,27.44,44957.52,1,0.054466179154221375,0.7019027484143763,High,Medium,2000
2000,27785,26.13,44957.52,1,0.054466179154221375,0.42494714587737725,Medium,Medium,2000
2000,27785,24.57,44957.52,1,0.054466179154221375,0.09513742071881559,Low,Medium,2000
2000,27785,25.34,44957.52,1,0.054466179154221375,0.2579281183932345,Low,Medium,2000
2000,27785,25.93,44957.52,1,0.054466179154221375,0.3826638477801261,Medium,Medium,2000
2000,27785,26.05,44957.52,1,0.054466179154221375,0.4080338266384773,Medium,Medium,2000
2000,27785,26.49,44957.52,1,0.054466179154221375,0.5010570824524301,Medium,Medium,2000
2000,27785,27.23,44957.52,1,0.054466179154221375,0.6575052854122614,Medium,Medium,2000
2000,27785,25.62,44957.52,1,0.054466179154221375,0.3171247357293865,Low,Medium,2000
2000,27785,26.43,44957.52,1,0.054466179154221375,0.4883720930232549,Medium,Medium,2000
2000,27785,25.35,44957.52,1,0.054466179154221375,0.2600422832980973,Low,Medium,2000
2000,27785,26.18,44957.52,1,0.054466179154221375,0.4355179704016905,Medium,Medium,2000
2000,27785,25.58,44957.52,1,0.054466179154221375,0.3086680761099361,Low,Medium,2000
2000,27785,25.11,44957.52,1,0.054466179154221375,0.20930232558139483,Low,Medium,2000
2000,27785,27.08,44957.52,1,0.054466179154221375,0.6257928118393226,Medium,Medium,2000
2000,27785,24.69,44957.52,1,0.054466179154221375,0.12050739957716683,Low,Medium,2000
2000,27785,27.03,44957.52,1,0.054466179154221375,0.6152219873150102,Medium,Medium,2000
2001,266998,25.76,43720.04,1,0.686206778165992,0.3467230443974625,Medium,Very High,2000
2001,266998,27.2,43720.04,1,0.686206778165992,0.6511627906976738,Medium,Very High,2000
2001,266998,26.02,43720.04,1,0.686206778165992,0.4016913319238897,Medium,Very High,2000
2001,266998,24.5,43720.04,1,0.686206778165992,0.08033826638477759,Low,Very High,2000
2001,266998,25.53,43720.04,1,0.686206778165992,0.2980972515856237,Low,Very High,2000
2001,266998,25.95,43720.04,1,0.686206778165992,0.3868921775898517,Medium,Very High,2000
2001,266998,25.86,43720.04,1,0.686206778165992,0.3678646934460881,Medium,Very High,2000
2001,266998,26.52,43720.04,1,0.686206778165992,0.5073995771670186,Medium,Very High,2000
2001,266998,27.56,43720.04,1,0.686206778165992,0.7272727272727266,High,Very High,2000
2001,266998,25.59,43720.04,1,0.686206778165992,0.3107822410147989,Low,Very High,2000
2001,266998,25.33,43720.04,1,0.686206778165992,0.25581395348837077,Low,Very High,2000
2001,266998,26.32,43720.04,1,0.686206778165992,0.4651162790697674,Medium,Very High,2000
2001,266998,25.82,43720.04,1,0.686206778165992,0.35940803382663766,Medium,Very High,2000
2001,266998,25.34,43720.04,1,0.686206778165992,0.2579281183932345,Low,Very High,2000
2001,266998,26.91,43720.04,1,0.686206778165992,0.589852008456659,Medium,Very High,2000
2001,266998,24.76,43720.04,1,0.686206778165992,0.13530655391120483,Low,Very High,2000
2001,266998,26.9,43720.04,1,0.686206778165992,0.5877378435517961,Medium,Very High,2000
2001,266998,25.92,43720.04,1,0.686206778165992,0.38054968287526414,Medium,Very High,2000
2001,19996,25.76,43720.04,1,0.0338961117845438,0.3467230443974625,Medium,Medium,2000
2001,19996,27.2,43720.04,1,0.0338961117845438,0.6511627906976738,Medium,Medium,2000
2001,19996,26.02,43720.04,1,0.0338961117845438,0.4016913319238897,Medium,Medium,2000
2001,19996,24.5,43720.04,1,0.0338961117845438,0.08033826638477759,Low,Medium,2000
2001,19996,25.53,43720.04,1,0.0338961117845438,0.2980972515856237,Low,Medium,2000
2001,19996,25.95,43720.04,1,0.0338961117845438,0.3868921775898517,Medium,Medium,2000
2001,19996,25.86,43720.04,1,0.0338961117845438,0.3678646934460881,Medium,Medium,2000
2001,19996,26.52,43720.04,1,0.0338961117845438,0.5073995771670186,Medium,Medium,2000
2001,19996,27.56,43720.04,1,0.0338961117845438,0.7272727272727266,High,Medium,2000
2001,19996,25.59,43720.04,1,0.0338961117845438,0.3107822410147989,Low,Medium,2000
2001,19996,25.33,43720.04,1,0.0338961117845438,0.25581395348837077,Low,Medium,2000
2001,19996,26.32,43720.04,1,0.0338961117845438,0.4651162790697674,Medium,Medium,2000
2001,19996,25.82,43720.04,1,0.0338961117845438,0.35940803382663766,Medium,Medium,2000
2001,19996,25.34,43720.04,1,0.0338961117845438,0.2579281183932345,Low,Medium,2000
2001,19996,26.91,43720.04,1,0.0338961117845438,0.589852008456659,Medium,Medium,2000
2001,19996,24.76,43720.04,1,0.0338961117845438,0.13530655391120483,Low,Medium,2000
2001,19996,26.9,43720.04,1,0.0338961117845438,0.5877378435517961,Medium,Medium,2000
2001,19996,25.92,43720.04,1,0.0338961117845438,0.38054968287526414,Medium,Medium,2000
2001,183627,25.76,43720.04,1,0.46603126312203397,0.3467230443974625,Medium,Very High,2000
2001,183627,27.2,43720.04,1,0.46603126312203397,0.6511627906976738,Medium,Very High,2000
2001,183627,26.02,43720.04,1,0.46603126312203397,0.4016913319238897,Medium,Very High,2000
2001,183627,24.5,43720.04,1,0.46603126312203397,0.08033826638477759,Low,Very High,2000
2001,183627,25.53,43720.04,1,0.46603126312203397,0.2980972515856237,Low,Very High,2000
2001,183627,25.95,43720.04,1,0.46603126312203397,0.3868921775898517,Medium,Very High,2000
2001,183627,25.86,43720.04,1,0.46603126312203397,0.3678646934460881,Medium,Very High,2000
2001,183627,26.52,43720.04,1,0.46603126312203397,0.5073995771670186,Medium,Very High,2000
2001,183627,27.56,43720.04,1,0.46603126312203397,0.7272727272727266,High,Very High,2000
2001,183627,25.59,43720.04,1,0.46603126312203397,0.3107822410147989,Low,Very High,2000
2001,183627,25.33,43720.04,1,0.46603126312203397,0.25581395348837077,Low,Very High,2000
2001,183627,26.32,43720.04,1,0.46603126312203397,0.4651162790697674,Medium,Very High,2000
2001,183627,25.82,43720.04,1,0.46603126312203397,0.35940803382663766,Medium,Very High,2000
2001,183627,25.34,43720.04,1,0.46603126312203397,0.2579281183932345,Low,Very High,2000
2001,183627,26.91,43720.04,1,0.46603126312203397,0.589852008456659,Medium,Very High,2000
2001,183627,24.76,43720.04,1,0.46603126312203397,0.13530655391120483,Low,Very High,2000
2001,183627,26.9,43720.04,1,0.46603126312203397,0.5877378435517961,Medium,Very High,2000
2001,183627,25.92,43720.04,1,0.46603126312203397,0.38054968287526414,Medium,Very High,2000
2001,31158,25.76,43720.04,1,0.06337397697652493,0.3467230443974625,Medium,High,2000
2001,31158,27.2,43720.04,1,0.06337397697652493,0.6511627906976738,Medium,High,2000
2001,31158,26.02,43720.04,1,0.06337397697652493,0.4016913319238897,Medium,High,2000
2001,31158,24.5,43720.04,1,0.06337397697652493,0.08033826638477759,Low,High,2000
2001,31158,25.53,43720.04,1,0.06337397697652493,0.2980972515856237,Low,High,2000
2001,31158,25.95,43720.04,1,0.06337397697652493,0.3868921775898517,Medium,High,2000
2001,31158,25.86,43720.04,1,0.06337397697652493,0.3678646934460881,Medium,High,2000
2001,31158,26.52,43720.04,1,0.06337397697652493,0.5073995771670186,Medium,High,2000
2001,31158,27.56,43720.04,1,0.06337397697652493,0.7272727272727266,High,High,2000
2001,31158,25.59,43720.04,1,0.06337397697652493,0.3107822410147989,Low,High,2000
2001,31158,25.33,43720.04,1,0.06337397697652493,0.25581395348837077,Low,High,2000
2001,31158,26.32,43720.04,1,0.06337397697652493,0.4651162790697674,Medium,High,2000
2001,31158,25.82,43720.04,1,0.06337397697652493,0.35940803382663766,Medium,High,2000
2001,31158,25.34,43720.04,1,0.06337397697652493,0.2579281183932345,Low,High,2000
2001,31158,26.91,43720.04,1,0.06337397697652493,0.589852008456659,Medium,High,2000
2001,31158,24.76,43720.04,1,0.06337397697652493,0.13530655391120483,Low,High,2000
2001,31158,26.9,43720.04,1,0.06337397697652493,0.5877378435517961,Medium,High,2000
2001,31158,25.92,43720.04,1,0.06337397697652493,0.38054968287526414,Medium,High,2000
2001,7715,25.76,43720.04,1,0.0014630655183979178,0.3467230443974625,Medium,Low,2000
2001,7715,27.2,43720.04,1,0.0014630655183979178,0.6511627906976738,Medium,Low,2000
2001,7715,26.02,43720.04,1,0.0014630655183979178,0.4016913319238897,Medium,Low,2000
2001,7715,24.5,43720.04,1,0.0014630655183979178,0.08033826638477759,Low,Low,2000
2001,7715,25.53,43720.04,1,0.0014630655183979178,0.2980972515856237,Low,Low,2000
2001,7715,25.95,43720.04,1,0.0014630655183979178,0.3868921775898517,Medium,Low,2000
2001,7715,25.86,43720.04,1,0.0014630655183979178,0.3678646934460881,Medium,Low,2000
2001,7715,26.52,43720.04,1,0.0014630655183979178,0.5073995771670186,Medium,Low,2000
2001,7715,27.56,43720.04,1,0.0014630655183979178,0.7272727272727266,High,Low,2000
2001,7715,25.59,43720.04,1,0.0014630655183979178,0.3107822410147989,Low,Low,2000
2001,7715,25.33,43720.04,1,0.0014630655183979178,0.25581395348837077,Low,Low,2000
2001,7715,26.32,43720.04,1,0.0014630655183979178,0.4651162790697674,Medium,Low,2000
2001,7715,25.82,43720.04,1,0.0014630655183979178,0.35940803382663766,Medium,Low,2000
2001,7715,25.34,43720.04,1,0.0014630655183979178,0.2579281183932345,Low,Low,2000
2001,7715,26.91,43720.04,1,0.0014630655183979178,0.589852008456659,Medium,Low,2000
2001,7715,24.76,43720.04,1,0.0014630655183979178,0.13530655391120483,Low,Low,2000
2001,7715,26.9,43720.04,1,0.0014630655183979178,0.5877378435517961,Medium,Low,2000
2001,7715,25.92,43720.04,1,0.0014630655183979178,0.38054968287526414,Medium,Low,2000
2001,9400,25.76,43720.04,1,0.005913003060817577,0.3467230443974625,Medium,Low,2000
2001,9400,27.2,43720.04,1,0.005913003060817577,0.6511627906976738,Medium,Low,2000
2001,9400,26.02,43720.04,1,0.005913003060817577,0.4016913319238897,Medium,Low,2000
2001,9400,24.5,43720.04,1,0.005913003060817577,0.08033826638477759,Low,Low,2000
2001,9400,25.53,43720.04,1,0.005913003060817577,0.2980972515856237,Low,Low,2000
2001,9400,25.95,43720.04,1,0.005913003060817577,0.3868921775898517,Medium,Low,2000
2001,9400,25.86,43720.04,1,0.005913003060817577,0.3678646934460881,Medium,Low,2000
2001,9400,26.52,43720.04,1,0.005913003060817577,0.5073995771670186,Medium,Low,2000
2001,9400,27.56,43720.04,1,0.005913003060817577,0.7272727272727266,High,Low,2000
2001,9400,25.59,43720.04,1,0.005913003060817577,0.3107822410147989,Low,Low,2000
2001,9400,25.33,43720.04,1,0.005913003060817577,0.25581395348837077,Low,Low,2000
2001,9400,26.32,43720.04,1,0.005913003060817577,0.4651162790697674,Medium,Low,2000
2001,9400,25.82,43720.04,1,0.005913003060817577,0.35940803382663766,Medium,Low,2000
2001,9400,25.34,43720.04,1,0.005913003060817577,0.2579281183932345,Low,Low,2000
2001,9400,26.91,43720.04,1,0.005913003060817577,0.589852008456659,Medium,Low,2000
2001,9400,24.76,43720.04,1,0.005913003060817577,0.13530655391120483,Low,Low,2000
2001,9400,26.9,43720.04,1,0.005913003060817577,0.5877378435517961,Medium,Low,2000
2001,9400,25.92,43720.04,1,0.005913003060817577,0.38054968287526414,Medium,Low,2000
2001,88368,25.76,43720.04,1,0.21446058041974664,0.3467230443974625,Medium,High,2000
2001,88368,27.2,43720.04,1,0.21446058041974664,0.6511627906976738,Medium,High,2000
2001,88368,26.02,43720.04,1,0.21446058041974664,0.4016913319238897,Medium,High,2000
2001,88368,24.5,43720.04,1,0.21446058041974664,0.08033826638477759,Low,High,2000
2001,88368,25.53,43720.04,1,0.21446058041974664,0.2980972515856237,Low,High,2000
2001,88368,25.95,43720.04,1,0.21446058041974664,0.3868921775898517,Medium,High,2000
2001,88368,25.86,43720.04,1,0.21446058041974664,0.3678646934460881,Medium,High,2000
2001,88368,26.52,43720.04,1,0.21446058041974664,0.5073995771670186,Medium,High,2000
2001,88368,27.56,43720.04,1,0.21446058041974664,0.7272727272727266,High,High,2000
2001,88368,25.59,43720.04,1,0.21446058041974664,0.3107822410147989,Low,High,2000
2001,88368,25.33,43720.04,1,0.21446058041974664,0.25581395348837077,Low,High,2000
2001,88368,26.32,43720.04,1,0.21446058041974664,0.4651162790697674,Medium,High,2000
2001,88368,25.82,43720.04,1,0.21446058041974664,0.35940803382663766,Medium,High,2000
2001,88368,25.34,43720.04,1,0.21446058041974664,0.2579281183932345,Low,High,2000
2001,88368,26.91,43720.04,1,0.21446058041974664,0.589852008456659,Medium,High,2000
2001,88368,24.76,43720.04,1,0.21446058041974664,0.13530655391120483,Low,High,2000
2001,88368,26.9,43720.04,1,0.21446058041974664,0.5877378435517961,Medium,High,2000
2001,88368,25.92,43720.04,1,0.21446058041974664,0.38054968287526414,Medium,High,2000
2001,27081,25.76,43720.04,1,0.052606976762611016,0.3467230443974625,Medium,Medium,2000
2001,27081,27.2,43720.04,1,0.052606976762611016,0.6511627906976738,Medium,Medium,2000
2001,27081,26.02,43720.04,1,0.052606976762611016,0.4016913319238897,Medium,Medium,2000
2001,27081,24.5,43720.04,1,0.052606976762611016,0.08033826638477759,Low,Medium,2000
2001,27081,25.53,43720.04,1,0.052606976762611016,0.2980972515856237,Low,Medium,2000
2001,27081,25.95,43720.04,1,0.052606976762611016,0.3868921775898517,Medium,Medium,2000
2001,27081,25.86,43720.04,1,0.052606976762611016,0.3678646934460881,Medium,Medium,2000
2001,27081,26.52,43720.04,1,0.052606976762611016,0.5073995771670186,Medium,Medium,2000
2001,27081,27.56,43720.04,1,0.052606976762611016,0.7272727272727266,High,Medium,2000
2001,27081,25.59,43720.04,1,0.052606976762611016,0.3107822410147989,Low,Medium,2000
2001,27081,25.33,43720.04,1,0.052606976762611016,0.25581395348837077,Low,Medium,2000
2001,27081,26.32,43720.04,1,0.052606976762611016,0.4651162790697674,Medium,Medium,2000
2001,27081,25.82,43720.04,1,0.052606976762611016,0.35940803382663766,Medium,Medium,2000
2001,27081,25.34,43720.04,1,0.052606976762611016,0.2579281183932345,Low,Medium,2000
2001,27081,26.91,43720.04,1,0.052606976762611016,0.589852008456659,Medium,Medium,2000
2001,27081,24.76,43720.04,1,0.052606976762611016,0.13530655391120483,Low,Medium,2000
2001,27081,26.9,43720.04,1,0.052606976762611016,0.5877378435517961,Medium,Medium,2000
2001,27081,25.92,43720.04,1,0.052606976762611016,0.38054968287526414,Medium,Medium,2000
2002,272746,26.66,42482.56,1,0.7013867431474924,0.5369978858350946,Medium,Very High,2000
2002,272746,27.72,42482.56,1,0.7013867431474924,0.7610993657505274,High,Very High,2000
2002,272746,26.79,42482.56,1,0.7013867431474924,0.5644820295983077,Medium,Very High,2000
2002,272746,24.91,42482.56,1,0.7013867431474924,0.16701902748414366,Low,Very High,2000
2002,272746,25.76,42482.56,1,0.7013867431474924,0.3467230443974625,Medium,Very High,2000
2002,272746,26.55,42482.56,1,0.7013867431474924,0.5137420718816061,Medium,Very High,2000
2002,272746,26.63,42482.56,1,0.7013867431474924,0.530655391120507,Medium,Very High,2000
2002,272746,26.7,42482.56,1,0.7013867431474924,0.545454545454545,Medium,Very High,2000
2002,272746,27.67,42482.56,1,0.7013867431474924,0.750528541226215,High,Very High,2000
2002,272746,26.15,42482.56,1,0.7013867431474924,0.4291754756871029,Medium,Very High,2000
2002,272746,27.03,42482.56,1,0.7013867431474924,0.6152219873150102,Medium,Very High,2000
2002,272746,26.12,42482.56,1,0.7013867431474924,0.4228329809725153,Medium,Very High,2000
2002,272746,26.75,42482.56,1,0.7013867431474924,0.5560253699788582,Medium,Very High,2000
2002,272746,26.06,42482.56,1,0.7013867431474924,0.41014799154333925,Medium,Very High,2000
2002,272746,25.58,42482.56,1,0.7013867431474924,0.3086680761099361,Low,Very High,2000
2002,272746,27.15,42482.56,1,0.7013867431474924,0.6405919661733606,Medium,Very High,2000
2002,272746,25.07,42482.56,1,0.7013867431474924,0.20084566596194442,Low,Very High,2000
2002,272746,27.35,42482.56,1,0.7013867431474924,0.6828752642706126,High,Very High,2000
2002,272746,26.49,42482.56,1,0.7013867431474924,0.5010570824524301,Medium,Very High,2000
2002,16807,26.66,42482.56,1,0.025474241860047486,0.5369978858350946,Medium,Medium,2000
2002,16807,27.72,42482.56,1,0.025474241860047486,0.7610993657505274,High,Medium,2000
